Family,Genus,Only_C4
Acanthaceae,Blepharis,No
Aizoaceae,Cypselea,Yes
Aizoaceae,Sesuvium,No
Aizoaceae,Trianthema,No
Aizoaceae,Zaleya,Yes
Amaranthaceae,Aerva,No
Amaranthaceae,Alternanthera,No
Amaranthaceae,Amaranthus,Yes
Amaranthaceae,Blutoparon,Yes
Amaranthaceae,Froelichia,Yes
Amaranthaceae,Gomphrena,No
Amaranthaceae,Gossypianthus,Yes
Amaranthaceae,Guilleminia,Yes
Amaranthaceae,Lithophila,Yes
Amaranthaceae,Tidestromia,Yes
Asteraceae,Chrysanthellum,Yes
Asteraceae,Eryngiophyllum,Yes
Asteraceae,Flaveria,No
Asteraceae,Glossocardia,Yes
Asteraceae,Guerreroia,Yes
Asteraceae,Isostigma,Yes
Asteraceae,Neuractis,Yes
Asteraceae,Pectis,Yes
Boraginaceae,Euploca,No
Caryophyllaceae,Polycarpaea,No
Chenopodiaceae,Anabasis,Yes
Chenopodiaceae,Arthrophytum,Yes
Chenopodiaceae,Atriplex,No
Chenopodiaceae,Bassia,Yes
Chenopodiaceae,Bienertia,Yes
Chenopodiaceae,Camphorosma,Yes
Chenopodiaceae,Caroxylon,Yes
Chenopodiaceae,Climacoptera,Yes
Chenopodiaceae,Cornulaca,Yes
Chenopodiaceae,Cyathobasis,Yes
Chenopodiaceae,Girgensohnia,Yes
Chenopodiaceae,Halarchon,Yes
Chenopodiaceae,Halimocnemis,Yes
Chenopodiaceae,Halocharis,Yes
Chenopodiaceae,Halogeton,Yes
Chenopodiaceae,Halothamnus,Yes
Chenopodiaceae,Halotis,Yes
Chenopodiaceae,Haloxylon,Yes
Chenopodiaceae,Hammada,Yes
Chenopodiaceae,Horaninovia,Yes
Chenopodiaceae,Horaninowia,Yes
Chenopodiaceae,Iljinia,Yes
Chenopodiaceae,Kali,Yes
Chenopodiaceae,Kaviria,Yes
Chenopodiaceae,Lagenantha,Yes
Chenopodiaceae,Nanophyton,Yes
Chenopodiaceae,Noaea,Yes
Chenopodiaceae,Nucularia,Yes
Chenopodiaceae,Ofaiston,Yes
Chenopodiaceae,Petrosimonia,Yes
Chenopodiaceae,Physandra,Yes
Chenopodiaceae,Piptoptera,Yes
Chenopodiaceae,Pyankovia,Yes
Chenopodiaceae,Salsola,Yes
Chenopodiaceae,Tecticornia,No
Chenopodiaceae,Traganum,Yes
Chenopodiaceae,Tranganopsis,Yes
Chenopodiaceae,Turania,Yes
Chenopodiaceae,Xylosalsola,Yes
Cleomeaceae,Cleome,No
Cyperaceae,Alinula,Yes
Cyperaceae,Ascolepis,Yes
Cyperaceae,Bulbostylis,Yes
Cyperaceae,Crosslandia,Yes
Cyperaceae,Cyperus,No
Cyperaceae,Eleocharis,Yes
Cyperaceae,Fimbrystylis,No
Cyperaceae,Kylinga,Yes
Cyperaceae,Lipocarpha,Yes
Cyperaceae,Nelmesia,Yes
Cyperaceae,Nemum,Yes
Cyperaceae,Pycreus,Yes
Cyperaceae,Queenslandiella,Yes
Cyperaceae,Remirea,Yes
Cyperaceae,Rhynchospora,No
Cyperaceae,Sphaerocyperus,Yes
Euphorbiaceae,Euphorbia,No
Family,Genus,Only_C4
Gisekiaceae,Gisekia,Yes
Hydrocharitaceae,Egeria,No
Hydrocharitaceae,Hydrilla,No
Molluginaceae,Mollugo,No
Nyctaginaceae,Allionia,Yes
Nyctaginaceae,Boerhavia,Yes
Nyctaginaceae,Okenia,Yes
Poaceae,Achleana,Yes
Poaceae,Acostia,Yes
Poaceae,Acrachne,Yes
Poaceae,Aegopogon,Yes
Poaceae,Aeluropus,Yes
Poaceae,Afrotrichloris,Yes
Poaceae,Agenium,Yes
Poaceae,Alexfloydia,Yes
Poaceae,Allolepis,Yes
Poaceae,Alloteropsis,No
Poaceae,Altoparadisium,Yes
Poaceae,Anadelphia,Yes
Poaceae,Andropogon,Yes
Poaceae,Andropterum,Yes
Poaceae,Anthaenantia,Yes
Poaceae,Anthaenantiopsis,Yes
Poaceae,Anthephora,Yes
Poaceae,Apluda,Yes
Poaceae,Apochiton,Yes
Poaceae,Apocopis,Yes
Poaceae,Aristida,No
Poaceae,Arthragrostis,Yes
Poaceae,Arthraxon,Yes
Poaceae,Arthropogon,Yes
Poaceae,Arundinella,Yes
Poaceae,Asthenochloa,Yes
Poaceae,Astrebla,Yes
Poaceae,Austrochloris,Yes
Poaceae,Axonopus,Yes
Poaceae,Baptorhachis,Yes
Poaceae,Bewsia,Yes
Poaceae,Bhidea,Yes
Poaceae,Blepharidachne,Yes
Poaceae,Blepharoneuron,Yes
Poaceae,Bothriochloa,Yes
Poaceae,Bouteloua,Yes
Poaceae,Brachiaria,Yes
Poaceae,Brachyachne,Yes
Poaceae,Brachychloa,Yes
Poaceae,Buchloe,Yes
Poaceae,Buchlomimus,Yes
Poaceae,Calamovilfa,Yes
Poaceae,Capillipedium,Yes
Poaceae,Catalepis,Yes
Poaceae,Cathestecum,Yes
Poaceae,Cenchrus,Yes
Poaceae,Centrochloa,Yes
Poaceae,Centropodia,Yes
Poaceae,Chaetium,Yes
Poaceae,Chaetopoa,Yes
Poaceae,Chamaeraphis,Yes
Poaceae,Chasmopodium,Yes
Poaceae,Chionachne,Yes
Poaceae,Chloris,Yes
Poaceae,Chlorocalymma,Yes
Poaceae,Chondrosum,Yes
Poaceae,Chrysochloa,Yes
Poaceae,Chrysopogon,Yes
Poaceae,Cladoraphis,Yes
Poaceae,Clausospicula,Yes
Poaceae,Cleistachne,Yes
Poaceae,Cleistogenes,Yes
Poaceae,Coelachyrum,Yes
Poaceae,Coelorachis,Yes
Poaceae,Coix,Yes
Poaceae,Coleataenia,Yes
Poaceae,Cottea,Yes
Poaceae,Craspedorhachis,Yes
Poaceae,Crypsis,Yes
Poaceae,Ctenium,Yes
Poaceae,Cyclostachya,Yes
Poaceae,Cymbopogon.,Yes
Poaceae,Cynodon,Yes
Poaceae,Dactyloctenium,Yes
Poaceae,Danthoniopsis,Yes
Poaceae,Decaryella,Yes
Poaceae,Desmostachya,Yes
Poaceae,Dichanthium,Yes
Poaceae,Digitaria,Yes
Poaceae,Dignathia,Yes
Poaceae,Diheteropogon,Yes
Poaceae,Dilophotriche,Yes
Poaceae,Dimeria,Yes
Poaceae,Dinebra.,Yes
Poaceae,Dissochondrus,Yes
Poaceae,Distichlis,Yes
Poaceae,Drake-Brockmania,Yes
Poaceae,Eccoptocarpha,Yes
Poaceae,Echinochloa,Yes
Poaceae,Ectrosia.,Yes
Poaceae,Eleusine,Yes
Poaceae,Elionurus,Yes
Poaceae,Elymandra,Yes
Poaceae,Enneapogon,Yes
Poaceae,Enteropogon,Yes
Poaceae,Entoplocamia,Yes
Poaceae,Eragrostiella,Yes
Poaceae,Eragrostis,Yes
Poaceae,Eremochloa,Yes
Poaceae,Eriachne,Yes
Poaceae,Eriochloa,Yes
Poaceae,Eriochrysis,Yes
Poaceae,Erioneuron,Yes
Poaceae,Euclasta,Yes
Poaceae,Eulalia,Yes
Poaceae,Eulaliopsis,Yes
Poaceae,Eustachys,Yes
Poaceae,Exotheca,Yes
Poaceae,Farrago,Yes
Poaceae,Fingerhuthia,Yes
Poaceae,Garnotia,Yes
Poaceae,Germainia,Yes
Poaceae,Gilgiochloa,Yes
Poaceae,Glyphochloa,Yes
Poaceae,Gouinia,Yes
Poaceae,Griffithsochloa,Yes
Poaceae,Gymnopogon,Yes
Poaceae,Hackelochloa,Yes
Poaceae,Halopyrum,Yes
Poaceae,Harpachne,Yes
Poaceae,Harpochloa,Yes
Poaceae,Hemarthria.,Yes
Poaceae,Hemisorghum,Yes
Poaceae,Heterachne,Yes
Poaceae,Heteropholis,Yes
Poaceae,Heteropogon,Yes
Poaceae,Hilaria,Yes
Poaceae,Holcolemma,Yes
Poaceae,Homozeugos,Yes
Poaceae,Hopia,Yes
Poaceae,Hubbardochloa,Yes
Poaceae,Hygrochloa,Yes
Poaceae,Hyparrhenia,Yes
Poaceae,Hyperthelia,Yes
Poaceae,Imperata,Yes
Poaceae,Indopoa,Yes
Poaceae,Ischaemum,Yes
Poaceae,Iseilema,Yes
Poaceae,Ixophorus.,Yes
Poaceae,Jouvea,Yes
Poaceae,Kampochloa,Yes
Poaceae,Kaokochloa,Yes
Poaceae,Kerriochloa,Yes
Poaceae,Lasiurus,Yes
Poaceae,Leptocarydion,Yes
Poaceae,Leptochloa,Yes
Poaceae,Leptocoryphium,Yes
Poaceae,Leptothrium,Yes
Poaceae,Lepturidium,Yes
Poaceae,Lepturopetium,Yes
Poaceae,Lepturus,Yes
Poaceae,Leucophrys,Yes
Poaceae,Lintonia,Yes
Poaceae,Lophacme,Yes
Poaceae,Lopholepis,Yes
Poaceae,Lophopogon,Yes
Poaceae,Loudetia,Yes
Poaceae,Loudetiopsis,Yes
Poaceae,Louisiella,Yes
Poaceae,Loxodera,Yes
Poaceae,Lycurus,Yes
Poaceae,Manisuris,Yes
Poaceae,Megaloprotachne,Yes
Poaceae,Megathyrsis,Yes
Poaceae,Melanocenchris,Yes
Poaceae,Melinis,Yes
Poaceae,Mesosetum,Yes
Poaceae,Microchloa,Yes
Poaceae,Microstegium,Yes
Poaceae,Miscanthus,Yes
Poaceae,Mnesithea,Yes
Poaceae,Monanthochloe,Yes
Poaceae,Monelytrum,Yes
Poaceae,Monocymbium,Yes
Poaceae,Monodia,Yes
Poaceae,Mosdenia,Yes
Poaceae,Muhlenbergia,Yes
Poaceae,Munroa,Yes
Poaceae,Myriostachya,Yes
Poaceae,Neesiochloa,Yes
Poaceae,Neobouteloua,Yes
Poaceae,Neostapfia,Yes
Poaceae,Neostapfiella,Yes
Poaceae,Neurachne,No
Poaceae,Neyraudia,Yes
Poaceae,Ochthochloa,Yes
Poaceae,Odontelytrum,Yes
Poaceae,Odyssea,Yes
Poaceae,Onchorachis,Yes
Poaceae,Ophiochloa,Yes
Poaceae,Ophiuros,Yes
Poaceae,Orcuttia,Yes
Poaceae,Orinus,Yes
Poaceae,Oropetium,Yes
Poaceae,Oxychloris,Yes
Poaceae,Oxyrhachis,Yes
Poaceae,Panicum,No
Poaceae,Pappophorum,Yes
Poaceae,Paractaenum,Yes
Poaceae,Parahyparrhenia,Yes
Poaceae,Paraneurachne,Yes
Poaceae,Paratheria,Yes
Poaceae,Paspalidium,Yes
Poaceae,Paspalum,Yes
Poaceae,Pennisetum,Yes
Poaceae,Pentarrhaphis,Yes
Poaceae,Pereilema,Yes
Poaceae,Perotis,Yes
Poaceae,Phacelurus,Yes
Poaceae,Pheidochloa,Yes
Poaceae,Plagiosetum,Yes
Poaceae,Pogonachne,Yes
Poaceae,Pogonarthria,Yes
Poaceae,Pogonatherum,Yes
Poaceae,Pogonochloa,Yes
Poaceae,Pogononeura,Yes
Poaceae,Polevansia,Yes
Poaceae,Polytoca,Yes
Poaceae,Polytrias,Yes
Poaceae,Pommereulla,Yes
Poaceae,Pringleochloa.,Yes
Poaceae,Psammagrostis,Yes
Poaceae,Pseudanthistiria,Yes
Poaceae,Pseudobrachiaria,Yes
Poaceae,Pseudochaetochloa,Yes
Poaceae,Pseudodichanthium,Yes
Poaceae,Pseudoraphis,Yes
Poaceae,Pseudosorghum,Yes
Poaceae,Pseudozoysia,Yes
Poaceae,Psilolemma,Yes
Poaceae,Ratzeburgia,Yes
Poaceae,Redfieldia,Yes
Poaceae,Reederochloa,Yes
Poaceae,Reimarochloa,Yes
Poaceae,Reynaudia,Yes
Poaceae,Rheochloa,Yes
Poaceae,Rhytachne,Yes
Poaceae,Richardsiella,Yes
Poaceae,Rottboellia,Yes
Poaceae,Rupichloa,Yes
Poaceae,Saccharum,Yes
Poaceae,Schaffnerella,Yes
Poaceae,Schedonnardus,Yes
Poaceae,Schizachyrium,Yes
Poaceae,Schmidtia,Yes
Poaceae,Schoenefeldia,Yes
Poaceae,Sclerodactylon,Yes
Poaceae,Scleropogon,Yes
Poaceae,Scutachne,Yes
Poaceae,Sehima,Yes
Poaceae,Setaria,Yes
Poaceae,Setariopsis,Yes
Poaceae,Silentvalleya,Yes
Poaceae,Snowdenia,Yes
Poaceae,Soderstromia,Yes
Poaceae,Sohnsia,Yes
Poaceae,Sorghastrum,Yes
Poaceae,Sorghum,Yes
Poaceae,Spartina,Yes
Poaceae,Spathia,Yes
Poaceae,Spheneria,Yes
Poaceae,Spinifex,Yes
Poaceae,Spodiopogon,Yes
Poaceae,Sporobolus,Yes
Poaceae,Steirachne,Yes
Poaceae,Stenotaphrum,Yes
Poaceae,Stereochlaena,Yes
Poaceae,Stipagrostis,Yes
Poaceae,Streptolophus,Yes
Poaceae,Streptostachys,Yes
Poaceae,Swallenia,Yes
Poaceae,Symplectrodia,Yes
Poaceae,Taeniorachis,Yes
Poaceae,Tarigidia,Yes
Poaceae,Tatianyx,Yes
Poaceae,Tetrachaete,Yes
Poaceae,Tetrachne,Yes
Poaceae,Tetrapogon,Yes
Poaceae,Thaumastochloa,Yes
Poaceae,Thelepogon,Yes
Poaceae,Themeda,Yes
Poaceae,Thrasya,Yes
Poaceae,Thrasyopsis,Yes
Poaceae,Thuarea,Yes
Poaceae,Trachypogon,Yes
Poaceae,Trachys,Yes
Poaceae,Tragus,Yes
Poaceae,Trichloris,Yes
Poaceae,Tricholaena,Yes
Poaceae,Trichoneura,Yes
Poaceae,Trichopteryx,Yes
Poaceae,Tridens,Yes
Poaceae,Trilobachne,Yes
Poaceae,Triodia,Yes
Poaceae,Triplasis,Yes
Poaceae,Triplopogon,Yes
Poaceae,Tripogon,Yes
Poaceae,Tripsacum,Yes
Poaceae,Triraphis,Yes
Poaceae,Tristachya,Yes
Poaceae,Tuctoria,Yes
Poaceae,Uniola,Yes
Poaceae,Uranthoecium,Yes
Poaceae,Urelytrum,Yes
Poaceae,Urochloa,Yes
Poaceae,Urochondra,Yes
Poaceae,Vaseyochloa,Yes
Poaceae,Veldkampia,Yes
Poaceae,Vietnamochloa,Yes
Poaceae,Viguierella,Yes
Poaceae,Vossia,Yes
Poaceae,Whiteochloa,Yes
Poaceae,Willkommia,Yes
Poaceae,Xerochloa,Yes
Poaceae,Yakirra,Yes
Poaceae,Yvesia,Yes
Poaceae,Zea,Yes
Poaceae,Zonotriche,Yes
Poaceae,Zoysia,Yes
Poaceae,Zuloagaea,Yes
Poaceae,Zygochloa,Yes
Polygonaceae,Calligonum,Yes
Portulaceae,Portulaca,No
Scrophulariaceae,Anticharis,No
Suaeda,Suaeda,No
Zygophyllaceae,Kallstroemia,Yes
Zygophyllaceae,Tetraena,Yes
Zygophyllaceae,Tribulopis,No
Zygophyllaceae,Tribulus,No